author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/308691869/;Зеленоград;sale;flat;3;7;4;191.0;310000000;Хамовники; Льва Толстого;23С5;Парк Культуры;Литератор
ПИК;developer;https://vladivostok.cian.ru/sale/flat/308030533/;Зеленоград;sale;flat;2;24;2;49.1;8096590;Первореченский;;2;;Снежный парк ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308747081/;Зеленоград;sale;flat;13;20;3;130.2;155000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/258783641/;Зеленоград;sale;flat;7;8;5;457.5;867754799;Тверской;переулок Брюсов;19;Тверская;Брюсов 19
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302688649/;Зеленоград;sale;flat;3;4;2;47.5;4940000;;;;;ДзенПарк
Центрис;real_estate_agent;https://www.cian.ru/sale/flat/308600747/;Зеленоград;sale;flat;4;14;3;105.0;160000000;Хамовники; Усачева;11;Спортивная;Садовые кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/300821708/;Зеленоград;sale;flat;11;11;5;179.2;105000000;Басманный;Старая Басманная ;10С5;Курская;KAZAKOV Grand Loft
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609050/;Зеленоград;sale;flat;2;22;1;49.7;9825690;мкр. Аврора; Имени Дзержинского;95;;AVrorA
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307432577/;Зеленоград;sale;flat;11;16;3;100.0;215000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
РИСАН;developer;https://penza.cian.ru/sale/flat/291733470/;Зеленоград;sale;flat;2;16;2;56.9;5462400;Октябрьский;;;;Лэйк Таун ЖК
Железно;developer;https://ekb.cian.ru/sale/flat/304249899/;Зеленоград;sale;flat;3;6;2;42.0;6101739;;;;Чкаловская;Лес ЖК
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/301161554/;Зеленоград;sale;flat;3;8;5;222.0;257000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/291161835/;Зеленоград;sale;flat;27;31;5;212.0;115000000;Очаково-Матвеевское;Нежинская ;1к1;Давыдково;Кутузовская Ривьера
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/306063177/;Зеленоград;sale;flat;5;9;2;83.43;29041983;Советский;;;Суконная слобода;Мифы ЖК
Гранд Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/308829800/;Зеленоград;sale;flat;10;10;2;45.5;12250000;Хостинский; Мацестинская;17/1;;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/299938801/;Зеленоград;sale;flat;13;19;2;49.0;9500000;Хостинский; Ясногорская;;;Кислород
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308792977/;Зеленоград;sale;flat;17;20;2;65.0;16800000;Адлерский; Кирова;30;;
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308179318/;Зеленоград;sale;flat;10;12;2;65.0;17200000;Хостинский; Возрождения;22;;
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/308929771/;Зеленоград;sale;flat;5;17;2;60.0;18550000;Марьино;Новочеркасский бульвар;47;Марьино;
ID 88675389;unknown;https://www.cian.ru/sale/flat/299351553/;Зеленоград;sale;flat;2;6;2;70.0;31600000;Москворечье-Сабурово;переулок 1-й Котляковский;2Ак3;Варшавская;LIFE Варшавская
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298547671/;Зеленоград;sale;flat;4;22;2;66.0;34500000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294618539/;Зеленоград;sale;flat;3;14;3;72.0;38000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/266015434/;Зеленоград;sale;flat;6;38;3;130.0;51000000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
Яна Калашникова;realtor;https://www.cian.ru/sale/flat/308435463/;Зеленоград;sale;flat;16;18;3;125.0;51490000;Аэропорт;Ленинградский проспект;76К2;Сокол;Соколиное гнездо
Стадион Спартак;developer;https://www.cian.ru/sale/flat/277489607/;Зеленоград;sale;flat;3;22;2;80.7;51341340;Покровское-Стрешнево;Россини кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/295096926/;Зеленоград;sale;flat;8;8;4;184.5;70000000;Даниловский;2-й Павелецкий проезд;5С1;Крестьянская застава;RIVERDALE APARTMENTS
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300142375/;Зеленоград;sale;flat;3;4;5;211.5;95000000;Крылатское;Островной проезд;7К1;Молодёжная;Остров Фантазий
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/308301689/;Зеленоград;sale;flat;3;9;4;150.5;230000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307038795/;Зеленоград;sale;flat;5;6;5;250.0;285000000;Пресненский;Никитский бульвар;15/16;Арбатская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308599011/;Зеленоград;sale;flat;2;6;4;166.2;350000000;Хамовники;Пожарский переулок;3;Кропоткинская;Villa Grace
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308255252/;Зеленоград;sale;flat;4;6;3;144.0;500000000;Хамовники;Всеволожский переулок;5;Кропоткинская;Резиденция на Всеволожском
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/279487025/;Зеленоград;sale;flat;18;20;2;52.0;10000000;Хостинский; Аллея Челтенхэма;18;;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/306769227/;Зеленоград;sale;flat;2;5;4;80.0;12900000;Адлерский; Лазурная;2/1;;
ID 44567902;homeowner;https://sochi.cian.ru/sale/flat/308699113/;Зеленоград;sale;flat;4;8;2;49.73;22050000;Хостинский; Володарского;6;;Marine Garden Sochi
Альберт Аванесян;realtor;https://www.cian.ru/sale/flat/307156518/;Зеленоград;sale;flat;5;13;2;59.8;16350000;Марьино;Новомарьинская ;4;Марьино;
ID 13044325;unknown;https://www.cian.ru/sale/flat/308859379/;Зеленоград;sale;flat;22;32;1;37.35;17780000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
BRAUMOST;real_estate_agent;https://www.cian.ru/sale/flat/293943948/;Зеленоград;sale;flat;5;10;1;48.5;23500000;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Est-a-Tet Агент;real_estate_agent;https://www.cian.ru/sale/flat/308886354/;Зеленоград;sale;flat;25;28;2;57.9;33200000;Раменки;Винницкая ;8к4;Раменки;Настоящее
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/307447116/;Зеленоград;sale;flat;4;23;3;88.0;65000000;Филевский парк;Кастанаевская ;24;Филёвский парк;Изумруд
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308136515/;Зеленоград;sale;flat;6;12;3;120.9;72200000;Мещанский;Протопоповский переулок;17С2;Проспект Мира;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/283967307/;Зеленоград;sale;flat;9;12;3;101.1;75000000;Раменки;проспект Генерала Дорохова;39к1Д;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/291515202/;Зеленоград;sale;flat;3;4;5;211.3;95000000;Крылатское;Островной проезд;7К1;Молодёжная;Остров Фантазий
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/285996127/;Зеленоград;sale;flat;3;10;3;110.4;97500000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Игорь Рупасов;realtor;https://www.cian.ru/sale/flat/306679826/;Зеленоград;sale;flat;3;11;4;162.0;155000000;Басманный;Казарменный переулок;3;Курская;Дом на Покровском бульваре
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/307252068/;Зеленоград;sale;flat;6;16;3;158.0;205000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307945191/;Зеленоград;sale;flat;18;20;4;199.4;239280000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304695241/;Зеленоград;sale;flat;5;7;5;247.7;285000000;Пресненский;Никитский бульвар;15/16;Арбатская;
NF Group - ex-Knight Frank;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305341631/;Зеленоград;sale;flat;4;5;4;230.0;350000000;Заречье рп;Тихая ;27;;Дом на Тихой
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307708788/;Зеленоград;sale;flat;6;8;4;233.2;430000000;Хамовники;переулок Хилков;1;Парк Культуры;Парк Палас
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/304113286/;Зеленоград;sale;flat;8;10;1;28.0;10350000;Адлерский; Ленина;280А;;
Неометрия;developer;https://sochi.cian.ru/sale/flat/291312233/;Зеленоград;sale;flat;1;17;2;44.4;18679080;Адлерский;;;;Лестория
Est-a-Tet Агент;real_estate_agent;https://www.cian.ru/sale/flat/308163135/;Зеленоград;sale;flat;13;28;4;106.9;51350000;Раменки;Винницкая ;8к1;Раменки;Настоящее
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307213330/;Зеленоград;sale;flat;10;26;3;74.5;72000000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296835523/;Зеленоград;sale;flat;3;13;4;110.4;97500000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Kalinka Group;real_estate_agent;https://odintsovo.cian.ru/sale/flat/291589677/;Зеленоград;sale;flat;3;6;2;236.0;130000000;;;;;Жуковка Шале
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062350/;Зеленоград;sale;flat;26;41;4;138.2;138000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
